f1_macro,f1_micro,precision_macro,recall_macro,roc_auc_macro,per_class_f1_AU_0,per_class_f1_AU_1,per_class_f1_AU_2,per_class_f1_AU_3,per_class_f1_AU_4,per_class_f1_AU_5,per_class_f1_AU_6,per_class_f1_AU_7,per_class_f1_AU_8,per_class_f1_AU_9,per_class_f1_AU_10,per_class_f1_AU_11,per_class_precision_AU_0,per_class_precision_AU_1,per_class_precision_AU_2,per_class_precision_AU_3,per_class_precision_AU_4,per_class_precision_AU_5,per_class_precision_AU_6,per_class_precision_AU_7,per_class_precision_AU_8,per_class_precision_AU_9,per_class_precision_AU_10,per_class_precision_AU_11,per_class_recall_AU_0,per_class_recall_AU_1,per_class_recall_AU_2,per_class_recall_AU_3,per_class_recall_AU_4,per_class_recall_AU_5,per_class_recall_AU_6,per_class_recall_AU_7,per_class_recall_AU_8,per_class_recall_AU_9,per_class_recall_AU_10,per_class_recall_AU_11
0.9757820606291174,0.9753348408418856,0.9831860945020502,0.9685226470002305,0.9991382150693487,0.9736176364293458,0.9738175675675675,0.9766913018760659,0.9706314243759178,0.9763884270036581,0.9776632302405498,0.965255843335439,0.9832599118942731,0.9761211415259173,0.9779673063255153,0.9848787446504993,0.9730921923246582,0.9889867841409692,0.9871575342465754,0.982275586049171,0.9763663220088626,0.978014656895403,0.9895652173913043,0.9751116783663051,0.9876106194690265,0.9835680751173709,0.98005698005698,0.9908151549942594,0.9787045252883763,0.9587188612099644,0.9608333333333333,0.9711701526286037,0.964963503649635,0.9747675962815405,0.966044142614601,0.9555972482801751,0.9789473684210527,0.96878612716763,0.975886524822695,0.979013045944413,0.9675438596491228
