f1_macro,f1_micro,precision_macro,recall_macro,roc_auc_macro,per_class_f1_AU_0,per_class_f1_AU_1,per_class_f1_AU_2,per_class_f1_AU_3,per_class_f1_AU_4,per_class_f1_AU_5,per_class_f1_AU_6,per_class_f1_AU_7,per_class_f1_AU_8,per_class_f1_AU_9,per_class_f1_AU_10,per_class_f1_AU_11,per_class_precision_AU_0,per_class_precision_AU_1,per_class_precision_AU_2,per_class_precision_AU_3,per_class_precision_AU_4,per_class_precision_AU_5,per_class_precision_AU_6,per_class_precision_AU_7,per_class_precision_AU_8,per_class_precision_AU_9,per_class_precision_AU_10,per_class_precision_AU_11,per_class_recall_AU_0,per_class_recall_AU_1,per_class_recall_AU_2,per_class_recall_AU_3,per_class_recall_AU_4,per_class_recall_AU_5,per_class_recall_AU_6,per_class_recall_AU_7,per_class_recall_AU_8,per_class_recall_AU_9,per_class_recall_AU_10,per_class_recall_AU_11
0.9164427452706073,0.919000917237,0.9378207291463978,0.8975888051882347,0.9928700836938402,0.9115885875308207,0.9353358364622445,0.9223611514975284,0.9138878710150238,0.9398004815961473,0.8952221290863369,0.8836893862326213,0.9012567324955116,0.9209245742092458,0.9059443190368698,0.9380177092259354,0.9292841648590021,0.902370990237099,0.9365079365079365,0.9497005988023952,0.9175864606328182,0.9750178443968593,0.8841059602649006,0.9651851851851851,0.9227941176470589,0.9717586649550706,0.9647435897435898,0.9447640966628308,0.91931330472103,0.9209964412811388,0.9341666666666667,0.896551724137931,0.9102189781021898,0.9070385126162018,0.9066213921901528,0.8148843026891808,0.8807017543859649,0.8751445086705202,0.8539007092198582,0.9313669880884855,0.9394736842105263
